750$,19VDE1F79EE010689,2014 Acura Ilx 20 Tech,#41701243,Copart,США,Ma - West Warren,Insurance company,B / 2523,2023-05-24,14:00:00,Ma - Cert Of Title-salvage,Collision,Rear End,Front End,Engine starts,125294 mi / actual,12383$,19482$,Automobile,2014,Acura,Ilx 20 Tech,Gray,Sedan 4d,Front-wheel Drive,Gas,2.0 L 4 cyl,Automatic
2000$,19UUA8F53EA006961,2014 Acura Tl Tech,#46255773,Copart,США,Al - Montgomery,Insurance company,B / 2011,2023-05-14,00:00:00,Al - Cert Of Title-salvage Title,Collision,Front End,Rear End,Run and drive,92226 mi / actual,17787$,13339$,Automobile,2014,Acura,Tl Tech,White,-,Front-wheel Drive,Gas,3.5 L 6 cyl,Automatic
4050$,5FRYD3H45EB011809,2014 Acura Mdx Technology,#46802853,Copart,США,Ky - Lexington East,Insurance company,A / 30,2023-05-22,14:00:00,Ky - Cert Of Title-salvage,Collision,Front End,Minor Dent/scratches,Run and drive,155689 mi / actual,16116$,9925$,Automobile,2014,Acura,Mdx Technology,White,-,Front-wheel Drive,Gas,3.5 L 6 cyl,Automatic
6500$,5FRYD4H49EB020101,2014 Acura Mdx Technology,#47963533,Copart,США,Nv - Las Vegas,Insurance company,-,2023-05-18,19:00:00,Nv - Salvage Title,Vandalism,Vandalism,-,Run and drive,112262 mi / actual,20390$,13216$,Automobile,2014,Acura,Mdx Technology,Silver,-,All Wheel Drive,Gas,3.5 L 6 cyl,Automatic
4250$,5FRYD4H44EB045309,2014 Acura Mdx Technology,#49140643,Copart,США,Nv - Las Vegas,Insurance company,-,2023-05-18,19:00:00,Nv - Salvage Title,Collision,Front End,-,Run and drive,104354 mi / actual,21108$,21108$,Automobile,2014,Acura,Mdx Technology,Silver,-,All Wheel Drive,Gas,3.5 L 6 cyl,Automatic
8500$,5FRYD4H49EB026593,2014 Acura Mdx Technology,#50395263,Copart,США,Ma - North Boston,Third party,A / 75,2023-05-19,00:00:00,In - Certificate Of Title (p),Cds Vehicle,Minor Dent/scratches,-,Run and drive,206200 mi / actual,0$,0$,Automobile,2014,Acura,Mdx Technology,Black,4dr Spor,All Wheel Drive,Gas,3.5 L 6 cyl,Automatic
2550$,JH4CU2F42EC001338,2014 Acura Tsx,#49357123,Copart,США,Ga - Fairburn,Insurance company,B / 2527,2023-05-22,14:00:00,Ga - Cert Of Title-salvage,Collision,Undercarriage,-,Engine starts,90851 mi / actual,15150$,12774$,Automobile,2014,Acura,Tsx,White,-,Front-wheel Drive,Gas,2.4 L 4 cyl,Automatic
1600$,19VDE1F34EE002206,2014 Acura Ilx 20,#45932073,Copart,США,Sc - Spartanburg,Insurance company,A / 103,2023-05-22,14:00:00,Sc - Cert Of Title-salvage,Collision,Front End,-,Run and drive,98495 mi / actual,12971$,12971$,Automobile,2014,Acura,Ilx 20,Black,Sedan 4d,Front-wheel Drive,Gas,2.0 L 4 cyl,Automatic
2675$,JH4CU2F67EC004009,2014 Acura Tsx Tech Pkg,#34565029,IAAI,США,Ga - Macon,Insurance company,A / 101,2023-05-22,00:00:00,Ga - Bill Of Sale Parts Only,Collision,Rear,Left Rear,Run and drive,110268 mi / actual,14753$,14527$,Automobile,2014,Acura,Tsx Tech Pkg,Black,Sedan 4 Dr.,Front Wheel Drive,Gasoline,2.4 L 4 cyl,Automatic
1775$,19VDE1F35EE001081,2014 Acura Ilx,#36420527,IAAI,США,Ca - San Diego,Insurance company,-,2023-05-15,16:30:00,Ca - Salvage Certificate,Collision,Front End,Unknown,Run and drive,1 mi / inoperable digital dash,12920$,0$,Automobile,2014,Acura,Ilx,Black,Sedan,Front Wheel Drive,Gasoline,2.0 L 4 cyl,Automatic
3050$,JH4CU2F6XEC001444,2014 Acura Tsx Tech,#50821163,Copart,США,Va - Danville,Third party,A / 6,2023-05-19,14:00:00,Va - Cert Of Title - Salvage,Hail,Hail,-,Run and drive,173021 mi / actual,10030$,0$,Automobile,2014,Acura,Tsx Tech,White,-,Front-wheel Drive,Gas,2.4 L 4 cyl,Automatic
2575$,19VDE1F30EE000713,2014 Acura Ilx,#36211227,IAAI,США,Ma - Templeton,Insurance company,-,2023-05-15,00:34:00,Ma - Salvage Repairable-collision,Collision,Left Rear,Left Side,Run and drive,53512 mi / actual,16898$,0$,Automobile,2014,Acura,Ilx,Black,Sedan,Front Wheel Drive,Gasoline,2.0 L 4 cyl,Automatic
2850$,5FRYD4H41EB025762,2014 Acura Mdx Technology,#47947603,Copart,США,Ca - Rancho Cucamonga,Insurance company,-,2023-05-18,19:00:00,Ca - Salvage Certificate,Collision,Front End,-,Run and drive,89921 mi / actual,21628$,20161$,Automobile,2014,Acura,Mdx Technology,Black,-,All Wheel Drive,Gas,3.5 L 6 cyl,Automatic
975$,19UUA9F5XEA002783,2014 Acura Tl Tech,#36478989,IAAI,США,Mi - Grand Rapids,Insurance company,B / 81,2023-05-22,13:30:00,Mi - Salvage,Other,Front End,-,Run and drive,183116 mi / actual,10769$,7277$,Automobile,2014,Acura,Tl Tech,Dark Blue,Sedan 4 Dr.,All Wheel Drive,Gasoline,3.7 L 6 cyl,Automatic
2675$,19VDE1F54EE009223,2014 Acura Ilx Premium Pkg,#36394031,IAAI,США,Nj - Englishtown,Insurance company,A / 54,2023-05-22,13:30:00,Nj - Salvage,Collision,Front End,Left & Right Side,Run and drive,88076 mi / actual,14975$,12798$,Automobile,2014,Acura,Ilx Premium Pkg,Red,Sedan,Front Wheel Drive,Gasoline,2.0 L 4 cyl,Automatic
425$,19UUA8F53EA008466,2014 Acura Tl Tech,#37952503,Copart,США,Ma - North Boston,Insurance company,A / 177,2023-05-19,14:00:00,Ma - Cert Of Title-parts Only Salva,Collision,Side,Minor Dent/scratches,Run and drive,161372 mi / actual,12215$,9986$,Automobile,2014,Acura,Tl Tech,White,-,Front-wheel Drive,Gas,3.5 L 6 cyl,Automatic
125$,5J8TB4H55EL003904,2014 Acura Rdx Technology,#50099943,Copart,США,Ma - South Boston,Insurance company,A / 111,2023-05-22,14:00:00,Ma - Cert Of Title-salvage,Collision,Front End,-,Run and drive,143122 mi / actual,12572$,9296$,Automobile,2014,Acura,Rdx Technology,Black,4dr Spor,All Wheel Drive,Gas,3.5 L 6 cyl,Automatic
4000$,19UUA8F39EA004422,2014 Acura Tl Se,#50365843,Copart,США,Pa - York Haven,Insurance company,A / 26,2023-05-22,14:00:00,Pa - Certificate Of Salvage,Other,Front End,-,Run and drive,88545 mi / actual,15655$,13545$,Automobile,2014,Acura,Tl Se,Silver,-,Front-wheel Drive,Gas,3.5 L 6 cyl,Automatic
5800$,19VDE3F73EE300194,2014 Acura Ilx Hybrid Tech,#37397473,Copart,США,Mi - Ionia,Insurance company,D / 4012,2023-05-19,14:00:00,In - Certificate Of Title,Other,Side,Front End,Run and drive,111511 mi / actual,13992$,0$,Automobile,2014,Acura,Ilx Hybrid Tech,Brown,Sedan 4d,Front-wheel Drive,Hybrid Engine,1.5 L 4 cyl,Ecvt Automatic
775$,5FRYD4H42EB506717,2014 Acura Mdx Nav Pkg,#11738728,IAAI CA,Канада,On - Toronto (oshawa),-,2 / 2504,2023-05-19,13:00:00,On - Salvage,Collision,Roll Over,Possible Mech.,Stationary,161946 km / actual,17985$,36956$,Light Truck,2014,Acura,Mdx Nav Pkg,White,-,-,-,3.5 L 6 cyl,Auto
0$,5FRYD4H20EB028831,2014 Acura Mdx,#50527793,Copart,США,Fl - Orlando North,Insurance company,-,2023-06-05,14:00:00,Fl - Cert Of Title Slvg Rebuildable,Other,Top/roof,-,Run and drive,74169 mi / actual,17674$,13989$,Automobile,2014,Acura,Mdx,Charcoal,-,All Wheel Drive,Gas,3.5 L 6 cyl,Automatic
6500$,5FRYD4H2XEB004472,2014 Acura Mdx,#50686903,Copart,США,Ca - San Diego,Third party,-,2023-05-20,00:00:00,Ca - Dis/dlr/exp Only Clean Title (p),Cds Vehicle,Side,Front End,Run and drive,164198 mi / actual,0$,0$,Automobile,2014,Acura,Mdx,White,4dr Spor,All Wheel Drive,Gas,3.5 L 6 cyl,Automatic
4975$,19VDE1F31EE013177,2014 Acura Ilx,#36584957,IAAI,США,Ca - San Diego,Insurance company,B / 243,2023-05-22,16:30:00,Ca - Salvage Certificate,Collision,Left Front,Right Front,Run and drive,110985 mi / not actual,13543$,0$,Automobile,2014,Acura,Ilx,White,Sedan,Front Wheel Drive,Gasoline,2.0 L 4 cyl,Automatic
2900$,5FRYD4H4XEB042415,2014 Acura Mdx Technology,#41353443,Copart,США,Nc - Raleigh,Insurance company,B / 2572,2023-05-18,14:00:00,Nc - Salvage Certificate Of Title,Collision,Front End,-,Engine starts,78210 mi / actual,18631$,12510$,Automobile,2014,Acura,Mdx Technology,Charcoal,-,All Wheel Drive,Gas,3.5 L 6 cyl,Automatic
1100$,19VDE1F73EE008985,2014 Acura Ilx 20 Tech,#45507833,Copart,США,Nc - Mocksville,Insurance company,A / 1108,2023-05-17,14:00:00,Nc - Salvage Certificate Of Title,Collision,All Over,Undercarriage,Stationary,0 mi / not actual,10014$,15216$,Automobile,2014,Acura,Ilx 20 Tech,Maroon,-,Front-wheel Drive,Gas,2.0 L 4 cyl,Automatic
3550$,5FRYD3H69EB010793,2014 Acura Mdx Technology,#45414143,Copart,США,Al - Tanner,Insurance company,C / 3141,2023-05-17,17:00:00,Al - Cert Of Title-salvage Title,Property Damage,Front End,-,Run and drive,129190 mi / actual,15711$,8490$,Automobile,2014,Acura,Mdx Technology,Burgundy,-,Front-wheel Drive,Gas,3.5 L 6 cyl,-
650$,19UUA8F54EA000103,2014 Acura Tl Tech,#36135848,IAAI,США,Nc - Raleigh,Insurance company,C / 212,2023-05-17,13:30:00,Nc - Salvage Rebuilt,Collision,Front & Rear,Right Side,Stationary,109117 mi / actual,14661$,12816$,Automobile,2014,Acura,Tl Tech,White,Sedan 4 Dr.,Front Wheel Drive,Gasoline,3.5 L 6 cyl,Automatic
2800$,5J8TB4H32EL006757,2014 Acura Rdx,#48877023,Copart,США,Ri - Exeter,Insurance company,-,2023-05-18,14:00:00,Ri - Salvage Certificate Of Title,Collision,Rear End,-,Run and drive,184889 mi / actual,9022$,8100$,Automobile,2014,Acura,Rdx,Red,4dr Spor,All Wheel Drive,Gas,3.5 L 6 cyl,Automatic
2500$,5FRYD4H64EB035106,2014 Acura Mdx Technology,#49493313,Copart,США,Ma - North Boston,Insurance company,C / 3168,2023-05-17,14:00:00,Ma - Cert Of Title-salvage,Collision,Front End,Frame Damage,Stationary,0 mi / not actual,17524$,33353$,Automobile,2014,Acura,Mdx Technology,Silver,-,All Wheel Drive,Gas,3.5 L 6 cyl,Automatic
2200$,5J8TB4H55EL016958,2014 Acura Rdx Tech Pkg,#36245220,IAAI,США,Or - Portland,Insurance company,A / 96,2023-05-18,00:00:00,Or - Salvage,Collision,All Over,-,Stationary,1 mi / inoperable digital dash,16392$,0$,Automobile,2014,Acura,Rdx Tech Pkg,Black,Wagon 4 Dr.,All Wheel Drive,Gasoline,3.5 L 6 cyl,Automatic
1600$,5J8TB4H51EL017251,2014 Acura Rdx Tech Pkg,#36437101,IAAI,США,Ny - Newburgh,Insurance company,-,2023-05-11,09:35:48,Ny - Mv-907a,Collision,Front End,All Over,Stationary,150439 mi / actual,11914$,11914$,Automobile,2014,Acura,Rdx Tech Pkg,Burgundy,Wagon 4 Dr.,All Wheel Drive,Gasoline,3.5 L 6 cyl,Automatic
3900$,5J8TB3H33EL011847,2014 Acura Rdx,#49743993,Copart,США,Ga - Cartersville,Third party,B / 2038,2023-05-18,14:00:00,Ga - Cert Of Title-salvage,Collision,Front End,-,Run and drive,125486 mi / actual,15764$,15764$,Automobile,2014,Acura,Rdx,Black,-,Front-wheel Drive,Gas,3.5 L 6 cyl,Automatic
7600$,5FRYD4H4XEB023475,2014 Acura Mdx Technology,#50937843,Copart,США,Ma - North Boston,Third party,A / 3,2023-05-17,14:00:00,Ny - Certificate Of Title (p),Cds Vehicle,Normal Wear,-,Run and drive,182225 mi / actual,0$,0$,Automobile,2014,Acura,Mdx Technology,Charcoal,4dr Spor,All Wheel Drive,Gas,3.5 L 6 cyl,Automatic
3775$,JH4KC1F51EC006032,2014 Acura Rlx Tech Pkg,#36441381,IAAI,США,Wa - Seattle,Insurance company,-,2023-05-12,00:00:00,Wa - Bill Of Sale,Collision,Front End,-,Run and drive,59135 mi / actual,18943$,0$,Automobile,2014,Acura,Rlx Tech Pkg,Burgundy,Sedan 4 Dr.,Front Wheel Drive,Gasoline,3.5 L 6 cyl,Automatic
1500$,JH4KC1F30EC002844,2014 Acura Rlx,#43019683,Copart,США,Va - Fredericksburg,Insurance company,A / 43,2023-05-17,14:00:00,Va - Cert Of Title - Salvage,Collision,Front End,Rear End,Run and drive,112424 mi / actual,14385$,17145$,Automobile,2014,Acura,Rlx,Black,-,Front-wheel Drive,Gas,3.5 L 6 cyl,Automatic
5700$,5FRYD4H4XEB047288,2014 Acura Mdx Tech Pkg,#36239117,IAAI,США,Ut - Salt Lake City,Insurance company,-,2023-05-12,07:54:16,Ut - Salvage,Collision,Rear,Right Side,Run and drive,156499 mi / actual,15221$,17234$,Automobile,2014,Acura,Mdx Tech Pkg,Black,Wagon 4 Dr.,All Wheel Drive,Gasoline,3.5 L 6 cyl,Automatic
3500$,19VDE1F3XEE003635,2014 Acura Ilx 20,#50745813,Copart,США,Ca - Rancho Cucamonga,Insurance company,-,2023-05-16,19:00:00,Ca - Salvage Certificate,Other,Front End,-,Run and drive,108839 mi / actual,13729$,13708$,Automobile,2014,Acura,Ilx 20,Silver,-,Front-wheel Drive,Gas,2.0 L 4 cyl,Automatic
4725$,5J8TB4H33EL001051,2014 Acura Rdx,#35564633,IAAI,США,Nh - Manchester,Insurance company,A / 33,2023-05-17,13:30:00,Ma - Salvage Repairable-flood,Water,Fresh Water,Electrical,Stationary,58548 mi / actual,20113$,8065$,Automobile,2014,Acura,Rdx,Black,Wagon 4 Dr.,All Wheel Drive,Gasoline,3.5 L 6 cyl,Automatic
1850$,5J8TB4H36EL008561,2014 Acura Rdx,#51205873,Copart,США,Pa - Pittsburgh West,Insurance company,B / 2037,2023-05-17,14:00:00,Pa - Certificate Of Salvage,Collision,Side,Front End,Run and drive,114223 mi / actual,13432$,20626$,Automobile,2014,Acura,Rdx,Charcoal,-,All Wheel Drive,Gas,3.5 L 6 cyl,Automatic
3200$,5J8TB4H50EL023347,2014 Acura Rdx Technology,#50080803,Copart,США,Ma - South Boston,Insurance company,A / 15,2023-05-18,14:00:00,Ma - Cert Of Title-salvage,Collision,Front End,Rear End,Run and drive,80072 mi / actual,17538$,19221$,Automobile,2014,Acura,Rdx Technology,Gray,-,All Wheel Drive,Gas,3.5 L 6 cyl,Automatic
1125$,19VDE1F37EE012132,2014 Acura Ilx,#36480175,IAAI,США,Tx - Houston,Third party,B / 128,2023-05-17,14:30:00,Tx - Original,Other,Right Front,Undercarriage,Run and drive,141795 mi / actual,0$,0$,Automobile,2014,Acura,Ilx,White,Sedan,Front Wheel Drive,Gasoline,2.0 L 4 cyl,Automatic
6925$,19UUA8F58EA003067,2014 Acura Tl Tech,#36028039,IAAI,США,Tx - Dallas,Insurance company,C / 72,2023-05-17,14:30:00,Tx - Salvage Title,Collision,Left & Right Side,Unknown,Run and drive,86121 mi / actual,11416$,10565$,Automobile,2014,Acura,Tl Tech,Gray,Sedan 4 Dr.,Front Wheel Drive,Gasoline,3.5 L 6 cyl,Automatic
0$,5FRYD3H43EB002283,2014 Acura Mdx Tech Pkg,#36536174,IAAI,США,Ca - Los Angeles,Insurance company,-,2023-05-18,16:30:00,Ca - Salvage Certificate,Water,Unknown,-,Run and drive,1 mi / inoperable digital dash,17977$,0$,Automobile,2014,Acura,Mdx Tech Pkg,Gray,Wagon 4 Dr.,Front Wheel Drive,Gasoline,3.5 L 6 cyl,Automatic
3025$,19VDE1F37EE005326,2014 Acura Ilx,#36541575,IAAI,США,Oh - Columbus,Insurance company,C / 42,2023-05-17,13:30:00,Oh - Salvage,Collision,Right Front,None,Engine starts,130933 mi / actual,12632$,0$,Automobile,2014,Acura,Ilx,Black,Sedan,Front Wheel Drive,Gasoline,2.0 L 4 cyl,Automatic
1350$,JH4CU2F41EC001296,2014 Acura Tsx,#35337793,IAAI,США,Ok - Oklahoma City,Third party,C / 46,2023-05-17,14:30:00,Mo - Repossessed,Other,Front End,-,Run and drive,258381 mi / actual,9475$,0$,Automobile,2014,Acura,Tsx,Black,Sedan 4 Dr.,Front Wheel Drive,Gasoline,2.4 L 4 cyl,Automatic
6900$,5J8TB4H55EL002123,2014 Acura Rdx Technology,#46851513,Copart,США,Pa - Philadelphia East-sublot,Insurance company,A / 16,2023-05-17,14:00:00,Pa - Certificate Of Salvage,Collision,Rear End,Side,Run and drive,66111 mi / actual,18629$,11341$,Automobile,2014,Acura,Rdx Technology,Silver,-,All Wheel Drive,Gas,3.5 L 6 cyl,Automatic
4275$,5FRYD4H23EB023610,2014 Acura Mdx,#36096490,IAAI,США,Ks - Kansas City,Insurance company,B / 158,2023-05-17,14:30:00,Ks - Salvage,Collision,Front & Rear,Right Front,Run and drive,99939 mi / actual,17035$,0$,Automobile,2014,Acura,Mdx,White,Wagon 4 Dr.,All Wheel Drive,Gasoline,3.5 L 6 cyl,Automatic
325$,5FRYD4H26EB008101,2014 Acura Mdx,#37194123,Copart,США,De - Seaford,Insurance company,C / 3288,2023-05-16,14:00:00,De - Salvage Certificate,Other,Front End,Mechanical,Stationary,159503 mi / actual,15135$,14599$,Automobile,2014,Acura,Mdx,Black,-,All Wheel Drive,Gas,3.5 L 6 cyl,Automatic
8700$,5FRYD4H81EB035307,2014 Acura Mdx Advance,#48511233,Copart,США,Ct - Hartford,Third party,A / 39,2023-05-16,00:00:00,Oh - Certificate Of Title (p),Cds Vehicle,Minor Dent/scratches,Damage History,Run and drive,173612 mi / actual,0$,0$,Automobile,2014,Acura,Mdx Advance,White,4dr Spor,All Wheel Drive,Gas,3.5 L 6 cyl,Automatic
4850$,5FRYD4H28EB047613,2014 Acura Mdx,#36254612,IAAI,США,Md - Dundalk,Insurance company,-,2023-05-10,10:56:41,Md - Salvage - Greater Than 75% Repairable,Collision,Front End,Right Front,Run and drive,109191 mi / actual,16888$,16206$,Automobile,2014,Acura,Mdx,White,Wagon 4 Dr.,All Wheel Drive,Gasoline,3.5 L 6 cyl,Automatic
6550$,5J8TB4H53EL021723,2014 Acura Rdx Tech Pkg,#35763772,IAAI,США,Ok - Tulsa,Insurance company,B / 1,2023-05-16,00:00:00,Ok - Clear,Collision,Rear,-,Run and drive,101537 mi / actual,17504$,12258$,Automobile,2014,Acura,Rdx Tech Pkg,Gray,Wagon 4 Dr.,All Wheel Drive,Gasoline,3.5 L 6 cyl,Automatic
